最終通信日時,デバイス名,管理番号,物件名,環境,"状態
",Ver.,バッテリー,温度,音量,天気,気温,明るさ,バッテリー健全性,電流入出力,端末モデル,IMEI,ライセンス認証ステータス,再生チャンネル,ネットワーク,左上プレビュー表示,ネットワーク環境,オフライン率,SD録画保存日,SD録画保存日,設置完了日時,ブート日時,アプリ起動日時,初期設定日時
2019-11-20 10:05:25(3分前),001460,I1-307,グランドベイ大森,本番中,正常,3.0.20,100%,21.5℃,0%,曇,13℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030677477,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-05-31 16:22:19(5ヶ月前),2019-11-07 07:22:37(1週間前),2019-11-16 03:24:27(4日前),2019-04-12 09:25:43(7ヶ月前)
2019-11-20 10:05:26(2分前),001056,Z6-473,チュリスガーデン湘南野比,本番中,正常,3.0.20,100%,24.5℃,20%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030612524,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-04-03 11:21:39(7ヶ月前),2019-11-19 07:30:56(1日前),2019-11-20 08:37:34(1時間前),2019-03-15 14:19:52(8ヶ月前)
2019-11-20 10:05:26(2分前),001509,AN1-459,N.S.ZEAL東別院,本番中,正常,3.0.20,100%,29.2℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030802299,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-05-31 15:06:38(5ヶ月前),2019-11-13 16:17:13(6日前),2019-11-13 16:18:05(6日前),2019-04-12 13:52:58(7ヶ月前)
2019-11-20 10:05:26(2分前),010157,HK5-057,サントピア海岸町,本番中,正常,3.0.20,100%,12.7℃,20%,曇,-3℃,50,不明,0,Lenovo TAB4 SIM,866423030748724,正常,sample_channel,4G:4本,表示,通常,0%,2019-11-17,,2019-10-16 15:28:11(1ヶ月前),2019-11-16 05:08:45(4日前),2019-11-16 05:09:38(4日前),2019-08-28 10:11:19(2ヶ月前)
2019-11-20 10:05:27(2分前),010158,HK4-952,レヂオンス湯川,本番中,正常,3.0.20,100%,13.5℃,20%,雪,-3℃,50,不明,流出 1mAh,Lenovo TAB4 SIM,866423030747494,正常,sample_channel,4G:4本,表示,通常,67%,2019-11-17,,2019-10-23 14:47:25(3週間前),2019-10-31 04:05:57(2週間前),2019-11-17 19:40:56(2日前),2019-08-28 10:16:23(2ヶ月前)
2019-11-20 10:05:27(2分前),000284,Y4-476,関内齋藤ビル,本番中,正常,3.0.20,94%,28℃,100%,曇,13℃,50,良好,充電 262mAh,Huawei T3 10,868355032407172,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-11-01 11:05:51(1年前),2019-11-07 15:12:40(1週間前),2019-11-16 05:22:42(4日前),2018-10-19 16:15:12(1年前)
2019-11-20 10:05:27(2分前),000178,K-275,レフア南常盤台,本番中,正常,3.0.20,100%,23℃,20%,曇,13℃,50,良好,充電 261mAh,Huawei T3 10,868355032512708,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-10-22 10:54:56(1年前),2019-11-09 14:52:15(1週間前),2019-11-13 19:52:16(6日前),2018-09-19 12:54:21(1年前)
2019-11-20 10:05:28(2分前),001348,U-306,プレール・ドゥーク赤羽,本番中,正常,3.0.20,100%,25.7℃,20%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030798208,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,1%,2019-11-17,,2019-04-26 11:12:58(6ヶ月前),2019-11-02 03:08:41(2週間前),2019-11-02 03:09:33(2週間前),2019-04-04 09:38:06(7ヶ月前)
2019-11-20 10:05:28(2分前),000917,AN1-986,矢場町中駒ビル,本番中,正常,3.0.20,100%,25℃,40%,曇,10℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030624172,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-06-03 10:33:09(5ヶ月前),2019-10-23 23:13:19(3週間前),2019-11-08 15:03:03(1週間前),2019-02-14 19:57:20(9ヶ月前)
2019-11-20 10:05:28(2分前),010103,HK1-019,ダイアナ文京台,本番中,正常,3.0.20,100%,22℃,40%,雪,-2℃,50,良好,0,Lenovo TAB4 SIM,866423030743253,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-08-30 14:52:44(2ヶ月前),2019-11-04 09:41:43(2週間前),2019-11-04 09:42:36(2週間前),2019-07-16 15:33:34(4ヶ月前)
2019-11-20 10:05:28(2分前),001636,OS1-254,グランゼ豊中,本番中,正常,3.0.20,100%,22℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030676396,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-01 15:52:05(4ヶ月前),2019-11-01 02:07:59(2週間前),2019-11-16 11:54:01(3日前),2019-04-16 15:29:24(7ヶ月前)
2019-11-20 10:05:28(2分前),001414,HK6-366,パシフィック東区役所前,本番中,正常,3.0.20,100%,15.2℃,20%,雪,-5℃,50,良好,0,Lenovo TAB4 SIM,866423030675471,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-01 10:24:19(4ヶ月前),2019-11-12 12:27:03(1週間前),2019-11-15 11:01:51(4日前),2019-04-10 11:14:44(7ヶ月前)
2019-11-20 10:05:29(2分前),001836,T-820,KDKビル,本番中,正常,3.0.20,100%,22℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030676339,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-04-25 13:16:39(6ヶ月前),2019-11-19 13:54:08(20時間前),2019-11-19 13:55:02(20時間前),2019-04-19 14:38:51(7ヶ月前)
2019-11-20 10:05:29(2分前),000235,AN2-569,セジューネ625,本番中,正常,3.0.20,98%,21℃,40%,曇,9℃,50,良好,充電 322mAh,Huawei T3 10,868355032409392,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-10-19 16:25:35(1年前),2019-11-09 04:10:27(1週間前),2019-11-09 04:12:12(1週間前),2018-10-10 15:47:10(1年前)
2019-11-20 10:05:29(2分前),000921,AN1-995,ネクストステージ,本番中,正常,3.0.20,100%,27.2℃,40%,曇,9℃,50,良好,0,Lenovo TAB4 SIM,866423030628363,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-07-01 09:24:40(4ヶ月前),2019-11-06 15:00:36(1週間前),2019-11-06 15:01:29(1週間前),2019-02-14 20:48:33(9ヶ月前)
2019-11-20 10:05:30(2分前),010193,AN2-853,Para Hero’s,本番中,正常,3.0.26,100%,25.2℃,20%,,0℃,50,良好,0,Lenovo TAB4 SIM,866423030674482,不正,sample_channel,4G:1本,表示,通常,0%,2019-11-16,,2019-11-13 15:43:10(6日前),2019-11-20 05:37:31(4時間前),2019-11-20 07:53:52(2時間前),2019-08-30 10:37:59(2ヶ月前)
2019-11-20 10:05:30(2分前),000508,HK2-622,CROSS POINT,本番中,正常,3.0.20,100%,19.5℃,40%,雪,-1℃,50,良好,0,Lenovo TAB4 SIM,866423030510512,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-12-28 15:01:30(10ヶ月前),2019-11-16 12:33:10(3日前),2019-11-16 12:34:05(3日前),2018-12-13 14:38:12(11ヶ月前)
2019-11-20 10:05:30(2分前),010467,K-360,トーホーパレス小竹向原,本番中,正常,3.0.20,100%,25℃,20%,曇,12℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030759580,正常,sample_channel,4G:4本,表示,通常,0%,2019-11-17,,2019-11-01 14:39:09(2週間前),2019-11-18 07:10:38(2日前),2019-11-18 07:11:32(2日前),2019-10-08 16:13:01(1ヶ月前)
2019-11-20 10:05:30(2分前),001906,Z6-728,さんぺい工場,本番中,正常,2.0.00,100%,25.2℃,0%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,,,sample_channel,4G:4本,表示,通常,39%,2019-11-18,,2019-11-18 15:22:10(1日前),2019-11-18 15:09:50(1日前),2019-11-18 15:10:27(1日前),2019-05-23 10:39:09(5ヶ月前)
2019-11-20 10:05:30(2分前),000338,OS-899,ヴィラエアポート,本番中,正常,3.0.20,100%,23℃,20%,曇,11℃,50,良好,充電 139mAh,Huawei T3 10,868355032512153,正常,ch_01_kanshi,4G:3本,表示,通常,0%,2019-11-17,,2018-11-21 10:51:05(11ヶ月前),2019-11-06 17:20:22(1週間前),2019-11-19 15:04:48(19時間前),2018-11-05 13:47:31(1年前)
2019-11-20 10:05:31(2分前),000590,Y3-426,ROUTE1・SEIWA,本番中,正常,3.0.20,100%,23℃,40%,曇,13℃,50,良好,流出 811mAh,Huawei T3 10,868355036542875,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-01-28 13:57:18(9ヶ月前),2019-11-15 14:50:19(4日前),2019-11-19 20:07:18(14時間前),2019-01-08 17:14:23(10ヶ月前)
2019-11-20 10:05:31(2分前),000881,AN1-833,九番団地,本番中,正常,3.0.20,100%,19.5℃,20%,曇,12℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030628827,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-03-12 13:37:06(8ヶ月前),2019-11-02 04:31:25(2週間前),2019-11-16 13:42:11(3日前),2019-02-13 11:26:59(9ヶ月前)
2019-11-20 10:05:31(2分前),002017,AN2-279,愛知学泉大学 岡崎学舎,本番中,正常,3.0.20,100%,25.7℃,20%,曇,13℃,40,良好,0,Lenovo TAB4 SIM,866423030789991,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-08-07 13:14:04(3ヶ月前),2019-11-12 10:40:41(1週間前),2019-11-12 10:41:33(1週間前),2019-06-20 13:22:22(4ヶ月前)
2019-11-20 10:05:32(2分前),0092,M-328,リヴシティ向島,本番中,正常,3.0.20,100%,27℃,20%,曇,13℃,50,良好,充電 297mAh,Huawei T3 10,868355032408758,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-08-13 14:06:08(1年前),2019-11-11 05:40:28(1週間前),2019-11-17 11:43:33(2日前),2018-08-09 16:41:33(1年前)
2019-11-20 10:05:32(2分前),000458,X2-593,倉田ビル,本番中,正常,3.0.20,100%,24℃,40%,曇,12℃,50,良好,充電 217mAh,Huawei T3 10,868355036542651,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-12-25 18:57:44(10ヶ月前),2019-10-31 04:28:02(2週間前),2019-11-19 12:19:57(21時間前),2018-11-30 10:08:30(11ヶ月前)
2019-11-20 10:05:32(2分前),000228,Y3-582,リヴシティ横濱インサイト,本番中,正常,3.0.20,92%,27℃,20%,曇,11℃,50,良好,充電 179mAh,Huawei T3 10,868355032407420,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-10-11 14:01:40(1年前),2019-11-16 20:30:36(3日前),2019-11-16 20:32:22(3日前),2018-10-05 15:06:27(1年前)
2019-11-20 10:05:32(2分前),010192,ST-756,志幸29シンフォニー,本番中,正常,3.0.20,100%,23.2℃,40%,曇,14℃,50,良好,流出 14mAh,Lenovo TAB4 SIM,866423030675687,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,11%,2019-11-17,,2019-09-19 11:44:04(2ヶ月前),2019-11-19 15:05:30(19時間前),2019-11-19 15:06:24(19時間前),2019-08-30 10:35:25(2ヶ月前)
2019-11-20 10:05:32(2分前),010335,ST4-094,SKコート第2,本番中,正常,3.0.20,100%,22℃,20%,曇,13℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030752643,正常,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-11-06 12:36:35(1週間前),2019-11-06 11:44:37(1週間前),2019-11-06 20:33:04(1週間前),2019-09-25 16:59:26(1ヶ月前)
2019-11-20 10:05:32(2分前),001125,AN2-057,千早ハイリス,本番中,正常,3.0.20,100%,21℃,40%,曇,9℃,50,良好,流出 7mAh,Lenovo TAB4 SIM,866423030610601,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-31 13:29:29(5ヶ月前),2019-10-25 10:02:08(3週間前),2019-11-19 05:50:45(1日前),2019-03-19 13:41:27(8ヶ月前)
2019-11-20 10:05:33(2分前),010058,N-606,メゾン・サンクフェット,本番中,正常,3.0.20,100%,23.5℃,40%,曇,11℃,50,良好,流出 5mAh,Lenovo TAB4 SIM,866423030749680,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-09-09 18:10:00(2ヶ月前),2019-10-30 03:52:12(3週間前),2019-10-30 03:53:06(3週間前),2019-07-12 10:58:45(4ヶ月前)
2019-11-20 10:05:34(2分前),010048,A-280,シンシア新宿落合,本番中,正常,3.0.20,100%,24℃,40%,曇,11℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030742990,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-09-20 16:23:31(1ヶ月前),2019-10-27 21:17:56(3週間前),2019-10-27 21:18:47(3週間前),2019-07-11 16:41:07(4ヶ月前)
2019-11-20 10:05:34(2分前),001039,CB4-201,パストラル西船,本番中,正常,3.0.20,100%,23.2℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030610254,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-03-25 16:35:36(7ヶ月前),2019-11-14 08:49:24(6日前),2019-11-14 08:50:18(6日前),2019-03-15 11:23:54(8ヶ月前)
2019-11-20 10:05:35(2分前),000587,E1-072,シティインデックス秋葉原,本番中,正常,3.0.20,93%,27℃,40%,曇,14℃,50,良好,充電 286mAh,Huawei T3 10,868355037431029,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-01-30 12:50:22(9ヶ月前),2019-10-03 21:49:16(1ヶ月前),2019-11-11 17:11:34(1週間前),2019-01-08 15:35:05(10ヶ月前)
2019-11-20 10:05:35(2分前),001924,AN-86,大幸マンション,本番中,正常,3.0.20,100%,21.5℃,40%,曇,9℃,50,良好,0,Lenovo TAB4 SIM,866423030790833,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,56%,2019-11-17,,2019-09-02 13:42:24(2ヶ月前),2019-11-09 00:17:25(1週間前),2019-11-09 00:18:11(1週間前),2019-05-23 14:20:29(5ヶ月前)
2019-11-20 10:05:36(2分前),000858,X1-287,プロシード中河原1番館,本番中,正常,3.0.20,100%,24.2℃,40%,曇,13℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030627415,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,9%,2019-11-17,,2019-03-01 10:12:42(8ヶ月前),2019-11-08 00:04:08(1週間前),2019-11-17 13:31:51(2日前),2019-02-08 13:29:13(9ヶ月前)
2019-11-20 10:05:36(2分前),001543,AN1-451,Pura Vida 幅下,本番中,正常,3.0.20,100%,20.2℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030801879,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-06-04 15:16:33(5ヶ月前),2019-11-07 11:47:32(1週間前),2019-11-07 11:48:25(1週間前),2019-04-15 09:21:31(7ヶ月前)
2019-11-20 10:05:37(2分前),000231,AN2-573,エクセル高針,本番中,正常,3.0.20,100%,20℃,40%,曇,13℃,40,良好,充電 398mAh,Huawei T3 10,868355032407982,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-10-25 11:48:00(1年前),2019-11-18 06:00:27(2日前),2019-11-18 06:01:34(2日前),2018-10-10 15:17:50(1年前)
2019-11-20 10:05:37(2分前),010671,I-275,特別養護老人ホーム好日苑(本館),本番中,正常,3.0.26,100%,31.7℃,0%,曇,11℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030887092,未取得,sample_channel,4G:3本,表示,通常,0%,2019-11-16,,2019-11-15 13:55:34(4日前),2019-11-15 13:47:00(4日前),2019-11-19 10:00:20(1日前),2019-11-05 14:14:40(2週間前)
2019-11-20 10:05:37(2分前),000725,HK1-611,セザール南十条西,本番中,正常,3.0.20,100%,12℃,20%,曇,-1℃,90,不明,流出 1mAh,Lenovo TAB4 SIM,866423030631615,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-03-18 10:16:14(8ヶ月前),2019-11-18 10:30:21(1日前),2019-11-19 05:22:41(1日前),2019-02-01 13:48:48(9ヶ月前)
2019-11-20 10:05:39(2分前),010132,I1-243,ソーシャルレジデンス蒲田,本番中,正常,3.0.20,100%,31.5℃,40%,曇,11℃,50,良好,流出 15mAh,Lenovo TAB4 SIM,866423030748732,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-02 11:51:36(2ヶ月前),2019-09-30 07:05:20(1ヶ月前),2019-10-18 10:44:16(1ヶ月前),2019-08-01 14:41:06(3ヶ月前)
2019-11-20 10:05:39(2分前),010245,SI2-127,旭化成ファーマ株式会社 診断薬研究棟,本番中,正常,3.0.20,100%,23.2℃,0%,曇,11℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030741190,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-30 13:34:17(1ヶ月前),2019-11-14 23:33:22(5日前),2019-11-14 23:34:15(5日前),2019-09-12 10:28:03(2ヶ月前)
2019-11-20 10:05:39(2分前),010151,HK5-966,フリージア駅前,本番中,正常,3.0.20,100%,14.7℃,0%,曇,-1℃,50,不明,流出 3mAh,Lenovo TAB4 SIM,866423030758681,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-10-01 14:48:18(1ヶ月前),2019-11-15 04:43:09(5日前),2019-11-15 04:44:04(5日前),2019-08-28 09:36:29(2ヶ月前)
2019-11-20 10:05:40(2分前),000375,C1-063,銀座昭和ビル,本番中,正常,3.0.20,100%,24℃,20%,曇,14℃,40,良好,充電 269mAh,Huawei T3 10,868355032511577,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-12-26 14:22:40(10ヶ月前),2019-11-18 03:44:20(2日前),2019-11-18 03:46:20(2日前),2018-11-15 17:32:27(1年前)
2019-11-20 10:05:40(2分前),001001,AN1-990,ライフステージ吹上中駒ビル,本番中,正常,3.0.20,100%,20.2℃,40%,曇,9℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030610452,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-05-30 13:50:52(5ヶ月前),2019-10-16 21:37:02(1ヶ月前),2019-11-04 18:11:42(2週間前),2019-02-26 13:14:21(8ヶ月前)
2019-11-20 10:05:40(2分前),000752,ST3-244,グランドール・ラシン,本番中,正常,3.0.20,100%,22℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030633421,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-02-26 11:17:49(8ヶ月前),2019-10-19 06:37:34(1ヶ月前),2019-11-10 12:18:20(1週間前),2019-02-04 11:52:42(9ヶ月前)
2019-11-20 10:05:42(2分前),001626,G-717,ARTESSIMO FRAN,本番中,正常,3.0.20,100%,24℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030804642,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-06-03 10:48:00(5ヶ月前),2019-11-08 21:51:56(1週間前),2019-11-17 05:44:16(3日前),2019-04-16 14:41:50(7ヶ月前)
2019-11-20 10:05:43(2分前),000191,ST4-921,リヴシティ武蔵浦和,本番中,正常,3.0.20,81%,25℃,40%,曇,11℃,90,良好,流出 27mAh,Huawei T3 10,868355032512849,未取得,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-19,,2019-11-19 14:04:15(20時間前),2019-11-19 14:00:25(20時間前),2019-11-19 14:04:06(20時間前),2018-09-20 14:38:28(1年前)
2019-11-20 10:05:43(2分前),0004,B1-682,ウンピン虎ノ門ビル,本番中,正常,3.0.20,100%,27℃,20%,曇,14℃,40,良好,充電 200mAh,Huawei T3 10,868355031052292,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,12%,2019-11-18,,2018-12-22 11:31:08(10ヶ月前),2019-11-19 15:12:49(18時間前),2019-11-20 09:01:53(1時間前),2018-05-25 08:54:50(1年前)
2019-11-20 10:05:43(2分前),001861,ST3-697,エクラシア大宮,本番中,正常,3.0.20,100%,28.5℃,20%,曇,14℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030920844,正常,sample_channel,4G:3本,表示,通常,80%,2019-11-17,,2019-10-12 12:39:47(1ヶ月前),2019-10-27 20:28:33(3週間前),2019-11-13 07:27:59(1週間前),2019-05-09 15:32:24(6ヶ月前)
2019-11-20 10:05:43(2分前),001734,HK6-917,ユーポート末広,本番中,正常,3.0.20,100%,13.7℃,0%,曇,-5℃,50,不明,0,Lenovo TAB4 SIM,866423030800590,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-08-28 14:14:42(2ヶ月前),2019-11-12 17:28:40(1週間前),2019-11-12 17:29:34(1週間前),2019-04-17 16:15:41(7ヶ月前)
2019-11-20 10:05:43(2分前),001352,Y4-741,アトラスシンフォニア東戸塚,本番中,正常,3.0.26,100%,22.7℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030798539,未取得,201909_mitsubachi-einekleine,3G:0本,表示,通常,87%,2019-11-16,,2019-10-28 12:05:39(3週間前),2019-11-20 09:55:41(12分前),2019-11-20 09:56:23(12分前),2019-04-04 09:50:03(7ヶ月前)
2019-11-20 10:05:46(2分前),001020,A-148,アクセス西新宿,本番中,正常,3.0.20,100%,23.5℃,40%,曇,11℃,30,良好,0,Lenovo TAB4 SIM,866423030612359,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,23%,2019-11-17,,2019-10-10 16:25:13(1ヶ月前),2019-11-05 17:30:33(2週間前),2019-11-05 17:31:28(2週間前),2019-02-27 13:57:36(8ヶ月前)
2019-11-20 10:05:47(2分前),001269,Y4-382,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,24.7℃,0%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030611575,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-05-14 10:57:52(6ヶ月前),2019-10-16 02:39:11(1ヶ月前),2019-11-09 05:50:03(1週間前),2019-03-19 17:04:17(8ヶ月前)
2019-11-20 10:05:47(2分前),000282,A1-453,セブンビル,本番中,正常,3.0.20,100%,26℃,40%,曇,14℃,50,良好,充電 266mAh,Huawei T3 10,868355032406885,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-10-31 16:06:55(1年前),2019-11-16 02:49:43(4日前),2019-11-16 02:51:42(4日前),2018-10-19 16:09:45(1年前)
2019-11-20 10:05:47(2分前),001049,Z6-476,チュリスガーデン湘南野比,本番中,正常,3.0.20,100%,25.5℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030610924,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,71%,2019-11-17,,2019-04-04 09:50:48(7ヶ月前),2019-11-20 06:50:47(3時間前),2019-11-20 08:03:01(2時間前),2019-03-15 13:54:28(8ヶ月前)
2019-11-20 10:05:47(2分前),000659,AN-926,第2ダイワビル,本番中,正常,3.0.20,100%,22.7℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030608373,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-02 15:18:56(2ヶ月前),2019-10-28 14:07:47(3週間前),2019-10-28 14:08:41(3週間前),2019-01-29 14:24:03(9ヶ月前)
2019-11-20 10:05:48(2分前),001761,Z6-523,川崎サイトシティ,本番中,正常,3.0.20,100%,23℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030669557,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-05-12 12:21:19(6ヶ月前),2019-11-20 05:53:59(4時間前),2019-11-20 05:54:53(4時間前),2019-04-18 14:50:47(7ヶ月前)
2019-11-20 10:05:49(2分前),001700,Z6-643,BRAVEL M3,本番中,正常,3.0.20,100%,23.5℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030799354,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-06-27 17:22:18(4ヶ月前),2019-11-13 20:04:47(6日前),2019-11-13 20:05:33(6日前),2019-04-17 13:43:57(7ヶ月前)
2019-11-20 10:05:49(2分前),0111,K-880,モダビエント中板橋,本番中,正常,3.0.20,100%,27℃,20%,曇,11℃,50,良好,充電 207mAh,Huawei T3 10,868355032409699,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-07-08 16:16:35(4ヶ月前),2019-10-03 22:33:18(1ヶ月前),2019-11-16 09:39:27(4日前),2018-08-23 15:24:19(1年前)
